src,dst,relation
4246090,Père Lachaise - Ménilmontant,Has Property
76197646,NULL,Has Property
18004344,NULL,Has Property
24538014,Passy,Has Property
17861145,NULL,Has Property
22960688,Auteuil,Has Property
13888293,Gare du Nord - Gare de I'Est,Has Property
31447212,NULL,Has Property
42739576,III Arrondissement,Has Property
3208506,Champs-Elysées,Has Property
113528486,Champs-Elysées,Has Property
19821143,NULL,Has Property
20748301,Champs-Elysées,Has Property
34269843,Le Marais,Has Property
6536045,Montmartre,Has Property
68112594,NULL,Has Property
9737939,Saint-Paul - Ile Saint-Louis,Has Property
19942920,Montmartre,Has Property
21876006,Montmartre,Has Property
2175694,Invalides - Ecole Militaire,Has Property
8457938,Batignolles,Has Property
19319163,Champs-Elysées,Has Property
80664453,Ternes,Has Property
69303593,Batignolles,Has Property
1492814,Tour Eiffel - Champ de Mars,Has Property
2550170,Tour Eiffel - Champ de Mars,Has Property
4437423,Tour Eiffel - Champ de Mars,Has Property
94320,MLK & 183,Has Property
64474905,Downtown,Has Property
8698574,NULL,Has Property
387205,Grachtengordel,Has Property
9757302,Zeeburg,Has Property
59152066,Westelijke Eilanden,Has Property
20897719,Jordaan,Has Property
13623665,NULL,Has Property
68671201,NULL,Has Property
23964118,Jordaan,Has Property
12412954,NULL,Has Property
6078239,NULL,Has Property
15041150,NULL,Has Property
13437035,Moabit,Has Property
55002456,NULL,Has Property
85442449,La Prosperitat,Has Property
9423166,Pankow,Has Property
110459168,NULL,Has Property
32508277,Kreuzberg,Has Property
64265667,Weißensee,Has Property
51230229,NULL,Has Property
7020858,Kreuzberg,Has Property
39613578,NULL,Has Property
81804128,Prenzlauer Berg,Has Property
42564954,Kadoelen,Has Property
97386527,Amsterdam Centrum,Has Property
12147206,Oud-West,Has Property
61370527,NULL,Has Property
18036487,NULL,Has Property
17609272,Bos en Lommer,Has Property
5403147,NULL,Has Property
44175289,NULL,Has Property
33663003,De Pijp,Has Property
5629651,Oud-West,Has Property
51390087,Oud-West,Has Property
9386523,Oud-West,Has Property
26067868,NULL,Has Property
7996184,NULL,Has Property
68253397,NULL,Has Property
11038742,NULL,Has Property
49882598,Thiseio,Has Property
1418201,NULL,Has Property
47276310,La Nova Esquerra de l'Eixample,Has Property
28306346,Dreta de l'Eixample,Has Property
9456665,Dreta de l'Eixample,Has Property
2320210,Dreta de l'Eixample,Has Property
39328627,El Gòtic,Has Property
42505253,NULL,Has Property
50739579,NULL,Has Property
3800200,Sant Antoni,Has Property
95594100,NULL,Has Property
36081529,West Village,Has Property
688307,NULL,Has Property
14062958,NULL,Has Property
946943,Williamsburg,Has Property
2464823,Astoria,Has Property
20670026,Bedford-Stuyvesant,Has Property
118341133,NULL,Has Property
44965197,Bushwick,Has Property
28761185,NULL,Has Property
68430152,Astoria,Has Property
22375670,NULL,Has Property
17654441,The Rockaways,Has Property
33299125,Bedford-Stuyvesant,Has Property
2155917,Bedford-Stuyvesant,Has Property
138579,Greenpoint,Has Property
49288611,Soho,Has Property
70746864,Hamilton Heights,Has Property
47457325,Hamilton Heights,Has Property
30193,Hell's Kitchen,Has Property
9027492,Hell's Kitchen,Has Property
32164030,Hunts Point,Has Property
4417895,NULL,Has Property
76204421,Sunnyside,Has Property
1017579,Lefferts Garden,Has Property
3660702,Chelsea,Has Property
56138849,Chelsea,Has Property
5714455,Clinton Hill,Has Property
51700892,East Harlem,Has Property
78092752,East Harlem,Has Property
5658754,East Village,Has Property
1327248,NULL,Has Property
30253178,LB of Harrow,Has Property
15547520,LB of Barnet,Has Property
46715363,LB of Barnet,Has Property
1955559,LB of Enfield,Has Property
82077526,NULL,Has Property
80005088,Frederiksberg,Has Property
58349045,LB of Brent,Has Property
31999606,Ardilea,Has Property
15351872,NULL,Has Property
12563034,NULL,Has Property
10038106,Ballymun,Has Property
102223605,NULL,Has Property
117626913,Wimbledon,Has Property
112121373,NULL,Has Property
10158366,NULL,Has Property
426483,NULL,Has Property
9461437,Hammersmith,Has Property
3535224,Monteverde Vecchio,Has Property
7524420,NULL,Has Property
18723970,NULL,Has Property
12627810,Monteverde Vecchio,Has Property
4617428,Monteverde Vecchio,Has Property
923081,Park West,Has Property
4660845,Hillcrest,Has Property
60142001,Hillcrest,Has Property
27170631,La Jolla,Has Property
11692963,Gaslamp,Has Property
4113688,Mission Beach,Has Property
78629795,NULL,Has Property
128933261,NULL,Has Property
14088712,Aurelio,Has Property
11871628,NULL,Has Property
43688563,NULL,Has Property
5069824,Pigneto,Has Property
46823721,Colonna,Has Property
73484657,Prati,Has Property
17250038,Esquilino,Has Property
11646914,NULL,Has Property
31502220,Oosterparkbuurt,Has Property
4790402,NULL,Has Property
50505151,Indische Buurt,Has Property
195580,Indische Buurt,Has Property
23181930,NULL,Has Property
103513266,NULL,Has Property
79837982,Oostelijke Eilanden en Kadijken,Has Property
65346045,NULL,Has Property
84453740,De Pijp,Has Property
16206310,De Pijp,Has Property
612967,Rivierenbuurt,Has Property
20654315,De Wallen,Has Property
33411241,NULL,Has Property
1391772,Friedrichshain,Has Property
124212036,Exarcheia,Has Property
70588309,Neapoli,Has Property
28876201,East Riverside,Has Property
3702973,East Riverside,Has Property
1746292,Old West Austin,Has Property
25696665,Volewijck,Has Property
16456577,Nieuwendammerham,Has Property
10203862,Buiksloterham,Has Property
27203229,NULL,Has Property
20072199,NULL,Has Property
63788513,Mitte,Has Property
23904144,Potsdamer Platz,Has Property
2235696,Friedrichshain,Has Property
50745892,Friedrichshain,Has Property
56093660,Friedrichshain,Has Property
75603058,NULL,Has Property
21631087,Neukölln,Has Property
37597432,Neukölln,Has Property
5678580,South End,Has Property
21406929,South End,Has Property
4608023,NULL,Has Property
27807322,Windsor Park,Has Property
46021159,Oud-West,Has Property
15549497,Oud-West,Has Property
475143,NULL,Has Property
1372271,NULL,Has Property
2320210,la Sagrada Família,Has Property
18536673,NULL,Has Property
2475800,Kreuzberg,Has Property
12260309,Kreuzberg,Has Property
25757396,Zehlendorf,Has Property
48131122,La Sagrada Família,Has Property
9025180,Sant Antoni,Has Property
5420234,NULL,Has Property
38164221,El Poble-sec,Has Property
5784650,Sants-Montjuïc,Has Property
36021199,Grand Place,Has Property
24649905,Grand Place,Has Property
48837823,Anderlecht,Has Property
69698532,West Hills,Has Property
45550339,NULL,Has Property
92531126,NULL,Has Property
13685322,Westlake,Has Property
6866075,Westlake,Has Property
57781025,Jerónimos,Has Property
8019149,NULL,Has Property
48007916,Goya,Has Property
21559784,Westwood,Has Property
112416818,La Latina,Has Property
2348138,Woodland Hills/Warner Center,Has Property
21514948,Arapiles,Has Property
45035504,West Hollywood,Has Property
31981094,Earlsfield,Has Property
2405693,Wandsworth,Has Property
27790554,Southfields,Has Property
47168482,Southfields,Has Property
51726958,NULL,Has Property
97345291,Putney,Has Property
46599571,Bayswater,Has Property
29024847,Covent Garden,Has Property
52862011,NULL,Has Property
64654279,NULL,Has Property
56718905,NULL,Has Property
61374564,Camden Town,Has Property
9844340,NULL,Has Property
14751856,Isle of Dogs,Has Property
50636274,Hampstead,Has Property
2236620,LB of Hackney,Has Property
10564492,NULL,Has Property
96295577,LB of Haringey,Has Property
9335182,LB of Haringey,Has Property
6677802,NULL,Has Property
109404010,NULL,Has Property
23722312,Arcadia,Has Property
26015333,NULL,Has Property
5433086,NULL,Has Property
111163136,NULL,Has Property
12261126,NULL,Has Property
14309087,Malasaña,Has Property
32046323,Castillejos,Has Property
48810751,NULL,Has Property
14217223,Hispanoamérica,Has Property
13612257,Rios Rosas,Has Property
19854,NULL,Has Property
14805447,NULL,Has Property
4440463,Puente de Vallecas,Has Property
26836021,NULL,Has Property
12448858,NULL,Has Property
104317066,NULL,Has Property
946246,Palms,Has Property
22935864,North Hills West,Has Property
97000730,NULL,Has Property
48901608,NULL,Has Property
76658632,NULL,Has Property
5946129,South LA,Has Property
85229788,Van Nuys,Has Property
76546301,NULL,Has Property
10931083,Reseda,Has Property
25804016,Mid-Wilshire,Has Property
4371555,NULL,Has Property
37930193,LB of Haringey,Has Property
13642829,Hollywood,Has Property
10542677,NULL,Has Property
38221650,NULL,Has Property
48299365,Studio City,Has Property
54310958,Embajadores,Has Property
3945984,NULL,Has Property
82318579,NULL,Has Property
60544453,NULL,Has Property
26620948,NULL,Has Property
10089070,Silver Lake,Has Property
27725014,Hollywood Hills,Has Property
2567453,Venice,Has Property
25239320,NULL,Has Property
13933347,NULL,Has Property
2103275,Fairgrounds,Has Property
55662412,Marigny/Bywater,Has Property
4871051,Fontainebleau,Has Property
13285049,Fontainebleau,Has Property
27502425,Bayou St. John,Has Property
45441871,Central Business District,Has Property
103089112,NULL,Has Property
52766867,Sol,Has Property
43614348,NULL,Has Property
54501438,NULL,Has Property
24968383,NULL,Has Property
706049,NULL,Has Property
6515691,NULL,Has Property
33055787,Hampstead,Has Property
5679041,Hampstead,Has Property
54987,Isle of Dogs,Has Property
1500877,Isle of Dogs,Has Property
48751110,NULL,Has Property
10108289,Bromley-by-Bow,Has Property
7336644,Bromley-by-Bow,Has Property
36183909,NULL,Has Property
39136522,LB of Islington,Has Property
202258,LB of Hackney,Has Property
5474083,Stoke Newington,Has Property
33889201,NULL,Has Property
11822493,Hammersmith,Has Property
59310710,Hammersmith,Has Property
96966819,NULL,Has Property
62836673,NULL,Has Property
50291093,NULL,Has Property
57996156,Lee,Has Property
3534515,NULL,Has Property
39504982,NULL,Has Property
11546721,Bromley-by-Bow,Has Property
328775,NULL,Has Property
113668394,Malasaña,Has Property
596469,Goya,Has Property
101825571,NULL,Has Property
4372920,NULL,Has Property
56084586,NULL,Has Property
35364415,NULL,Has Property
34826023,NULL,Has Property
49772159,Arapiles,Has Property
3533438,NULL,Has Property
111896454,NULL,Has Property
14363694,NULL,Has Property
27087744,NULL,Has Property
3625030,NULL,Has Property
65697804,NULL,Has Property
69978943,NULL,Has Property
39920553,NULL,Has Property
39900476,NULL,Has Property
89498753,Cortes,Has Property
65843762,NULL,Has Property
2624960,Prahran/Windsor,Has Property
57965197,NULL,Has Property
50085733,NULL,Has Property
7223813,Downtown Montreal,Has Property
102532,Thornbury,Has Property
80866380,NULL,Has Property
45058728,NULL,Has Property
20777696,NULL,Has Property
29061853,Northcote,Has Property
84316058,NULL,Has Property
52371669,NULL,Has Property
3171650,NULL,Has Property
6496014,Caulfield,Has Property
5507453,South Yarra,Has Property
8647342,Elwood,Has Property
61850753,NULL,Has Property
38459934,Chinatown,Has Property
39199517,Mile End,Has Property
34481526,Verdun,Has Property
12382805,Le Plateau,Has Property
38575442,NULL,Has Property
17686527,Le Plateau,Has Property
34748800,Mile End,Has Property
36752971,Saint-Henri,Has Property
8003277,Saint-Henri,Has Property
2058736,La Petite-Patrie,Has Property
25409855,NULL,Has Property
22211786,Hochelaga-Maisonneuve,Has Property
64445989,NULL,Has Property
12565567,NULL,Has Property
6675690,NULL,Has Property
63638263,NULL,Has Property
915225,NULL,Has Property
32187754,Seventh Ward,Has Property
9015407,Treme,Has Property
24907991,NULL,Has Property
27154639,NULL,Has Property
66517702,NULL,Has Property
40533353,NULL,Has Property
8086851,La Barceloneta,Has Property
16509062,NULL,Has Property
35760684,NULL,Has Property
2356315,NULL,Has Property
32890755,NULL,Has Property
32948108,Agios Nikolaos,Has Property
77931529,Pangrati,Has Property
9534451,NULL,Has Property
60305190,NULL,Has Property
25404810,East Downtown,Has Property
3536176,Old West Austin,Has Property
3682664,Rosewood,Has Property
9405717,South First,Has Property
23031390,NULL,Has Property
386263,South First,Has Property
42270576,West Campus,Has Property
13208189,Travis Heights,Has Property
899362,MLK & 183,Has Property
15782486,Downtown,Has Property
120854130,Neukölln,Has Property
10657901,Hoofddorppleinbuurt,Has Property
6501518,NULL,Has Property
65859990,Oud-West,Has Property
58984852,Oud-West,Has Property
22449982,De Pijp,Has Property
25527957,De Pijp,Has Property
49017938,Oud-West,Has Property
3548522,Oud-West,Has Property
95573100,Bos en Lommer,Has Property
56225747,Oud-West,Has Property
11487565,Jamaica Plain,Has Property
522072,Mission Hill,Has Property
6189019,NULL,Has Property
33133945,NULL,Has Property
22901863,Roxbury,Has Property
53603592,South End,Has Property
3342699,Dreta de l'Eixample,Has Property
35680770,La Nova Esquerra de l'Eixample,Has Property
47039426,Kreuzberg,Has Property
1716156,NULL,Has Property
58819449,NULL,Has Property
5237673,Kreuzberg,Has Property
59438257,NULL,Has Property
19626112,Moabit,Has Property
1625771,NULL,Has Property
6203269,Prenzlauer Berg,Has Property
71158909,NULL,Has Property
45421362,Neukölln,Has Property
35356079,NULL,Has Property
42570874,Neukölln,Has Property
121246398,Schöneberg,Has Property
25496698,NULL,Has Property
9984239,NULL,Has Property
31264937,NULL,Has Property
76515395,NULL,Has Property
106896976,Sants-Montjuïc,Has Property
102947901,NULL,Has Property
54082387,NULL,Has Property
65797372,Ixelles,Has Property
11987269,Louise,Has Property
73841295,Allston-Brighton,Has Property
5605625,Molenbeek-Saint-Jean,Has Property
3412107,Squares,Has Property
106940865,NULL,Has Property
100406044,NULL,Has Property
299462,Sant Gervasi - Galvany,Has Property
48664466,Sant Gervasi - Galvany,Has Property
117774892,Vila de Gràcia,Has Property
1249627,Vila de Gràcia,Has Property
5583741,La Sagrera,Has Property
26729391,Provençals del Poblenou,Has Property
90614068,La Verneda i La Pau,Has Property
7247119,NULL,Has Property
1193750,Mitte,Has Property
3280419,NULL,Has Property
8048976,Mitte,Has Property
56862190,Mitte,Has Property
1275637,Vila de Gràcia,Has Property
